name,category,type,explicit,count
kaleidostick,other,meta,false,1190
army,identity,meta,false,1185
squidbeak_splatoon,identity,meta,false,1172
boy_sandwich,other,meta,false,1171
bass_clef,text,meta,false,1168
procreate_(software),other,meta,false,1166
character_signature,credit,meta,false,1166
tag,other,meta,false,1166
brazilian_flag,text,meta,false,1164
note,text,meta,false,1162
credits,credit,meta,false,1159
track_and_field,other,meta,false,1159
double_horizontal_stripe,style,meta,false,1158
dvd_cover,format,meta,false,1151
negative_space,style,meta,false,1150
united_states,other,meta,false,1147
pokemon_move,other,meta,false,1146
hungry,identity,meta,false,1143
tokyo_(city),other,meta,false,1134
japan_national_police,identity,meta,false,1133
koishi_day,other,meta,false,1131
catchphrase,text,meta,false,1129
white_day,other,meta,false,1128
splattershot_(splatoon),other,meta,false,1128
stats,text,meta,false,1128
censored_text,censor,meta,false,1126
kamisato_clan_(emblem),text,meta,false,1124
easter,other,meta,false,1121
photorealistic,style,meta,false,1121
yellow_outline,style,meta,false,1116
kono_lolicon_domome,text,meta,true,1111
mira-cra_park!,other,meta,false,1111
meta,other,meta,false,1110
couter,other,meta,false,1107
contrast,style,meta,false,1106
food_art,style,meta,false,1099
blake_bloom_(wuthering_waves),other,meta,false,1096
materia,other,meta,false,1096
double_\m/,text,meta,false,1095
movie_poster,format,meta,false,1095
green_border,format,meta,false,1093
trigram,text,meta,false,1092
poke_ball_theme,style,meta,false,1091
pink_outline,style,meta,false,1090
frozen,style,meta,false,1083
soviet,other,meta,false,1082
troll_face,style,meta,false,1080
"don't_say_""lazy""",text,meta,false,1076
luminosite_eternelle,other,meta,false,1076
french_flag,text,meta,false,1072
winged_heart,text,meta,false,1072
bullying,other,meta,false,1066
kaname-ishi,other,meta,false,1065
patterned,style,meta,false,1061
jolly_roger,text,meta,false,1060
wanted_poster,format,meta,false,1053
screenshot_inset,format,meta,false,1052
futasub,style,meta,true,1052
themed_object,style,meta,false,1052
surrounded,style,meta,false,1051
fake_magazine_cover,style,meta,false,1051
team_9_(touhou),identity,meta,false,1051
araki_hirohiko_(style),style,meta,false,1050
maple_leaf_print,style,meta,false,1050
honda,identity,meta,false,1049
japari_bun,other,meta,false,1049
japan,other,meta,false,1048
speaking_tube_headset,other,meta,false,1047
casino,other,meta,false,1047
request_inset,other,meta,false,1045
loaded_interior,other,meta,false,1042
x3,text,meta,false,1041
box_art,format,meta,false,1040
hexagon_print,style,meta,false,1036
card_parody,style,meta,false,1036
holomyth,identity,meta,false,1036
log_pose,other,meta,false,1035
alternate_body_size,style,meta,false,1035
prank,other,meta,false,1034
amazon_position,other,meta,false,1034
ehoumaki,other,meta,false,1031
keep_out,text,meta,false,1031
sayagata,style,meta,false,1019
nyan,text,meta,false,1016
gao,text,meta,false,1015
tuanshan,other,meta,false,1012
distortion,style,meta,false,1006
suicide,other,meta,false,1005
nudist,identity,meta,false,1004
happy_aura,style,meta,false,999
ganguro,style,meta,false,997
grid,format,meta,false,994
math,text,meta,false,993
hashtag,text,meta,false,992
alternate_species,style,meta,false,991
worldwide_miku,other,meta,false,989
absolutely_everyone,identity,meta,false,988
imperial_japanese_army,identity,meta,false,983
telstar,other,meta,false,982
drugged,identity,meta,false,979
game_screenshot_inset,format,meta,false,977
